"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint"
"Hydramethylnon",67485294,"OPP","Chronic RfD (mg/kg/day)",0.017,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-118401_1-Sep-98.pdf","1998","Schoeder, R. (1995) A Two-Generation Reproduction Study with AC 217,300 in Rats: Final Report: Lab Project Number: 92-4046: 971-92-115. Unpublished study prepared by Pharmaco LSR, Inc. 1658 p.","NOAEL",1.66,NA,NA,"histological findings in the testes (degeneration of the germinal epithelium and aspermia) and the epididymides (increased cellular debris)

The Reference Dose Committee recommended that a Reference Dose (RfD) for hydramethylnon be established on the basis of the chronic toxicity study in dogs, MRID 00035529, and the two generation reproduction study in rats MRID 43741501.",100,10,10,1,1,1,NA,"Rat","Sprague-Dawley",NA,"","male repro","nonneoplastic histopathology","M","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.017,100
"Hydramethylnon",67485294,"IRIS","RfD (mg/kg/day)",3e-04,"http://www.epa.gov/iris/subst/0207.htm","9/30/1987","American Cyanamid Company. 1980. MRID No. 00035529. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",0.33,NA,NA,"Increased organ weights",1000,10,10,10,1,1,NA,"Dog","",NA,"Oral diet","liver","organ weight","Both","Continuous","Increased organ weights (increased liver weight, increased liver/body weight ratio)",NA,NA,NA,NA,"",3e-04,1000
"Hydramethylnon",67485294,"IRIS","RfD (mg/kg/day)",3e-04,"http://www.epa.gov/iris/subst/0207.htm","9/30/1987","American Cyanamid Company. 1980. MRID No. 00035529. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",0.33,NA,NA,"Increased organ weights",1000,10,10,10,1,1,NA,"Dog","",NA,"Oral diet","brain","organ weight","Both","Continuous","Increased organ weights (increased brain/body weight ratio)",NA,NA,NA,NA,"",3e-04,1000
"Hydrogen cyanide",74908,"IRIS","RfD (mg/kg/day)",7e-04,"http://www.epa.gov/iris/subst/0060.htm","9/28/2010","NTP (National Toxicology Program). (1993) Technical report on toxicity studies of sodium cyanide (CAS No. 143-33-9) administered in drinking water to F344/N rats and B6C3FI mice.  NIH Publication 94-3386.  Public Health Service, National Institutes of Health, U.S. Department of Health and Human Services, National Toxicology Program.","BMDL",1.9,3.5,"1SD","Decreased cauda epididymis weight in male F344/N rats",3000,10,10,10,1,3,NA,"Rat","Fischer 344",NA,"Oral drinking water","male repro","organ weight","M","Continuous","Decreased cauda epididymis weight in male F344/N rats",10,NA,0.162,0.009,"SD",0.0021,1000
"Imazalil Base",35554440,"IRIS","RfD (mg/kg/day)",0.013,"http://www.epa.gov/iris/subst/0168.htm","9/1/1990","Penwalt Corporation. 1977. MRID No. 00069941, 00069949, 00069951, 00081172, 00084659, 00084660. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",1.25,NA,NA,"Decreased body weight gain",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","systemic","body weight","Both","Continuous","Decreased body weight",NA,NA,NA,NA,"",0.013,100
"Imazapic",104098488,"OPP","Chronic RfD (mg/kg/day)",0.5,"http://www.epa.gov/pesticides/chem_search/cleared_reviews/csr_PC-129041_3-May-01_012.pdf","2001","MRID 42711421","LOAEL",137,NA,NA,"increased incidence of minimal degeneration and/or necrosis of the skeletal muscle of the thigh and/or abdomen (males)",300,10,10,1,3,1,NA,"Dog","Beagle",NA,"Oral diet","muscle","nonneoplastic histopathology","","","nonneoplastic histopathology",NA,NA,NA,NA,"",0.5,300
"Imazapyr",81334341,"OPP","Chronic RfD (mg/kg/day)",2.5,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-128821_29-Sep-06.pdf","2006","Shellenberger, T. (1987) One Year Dietary Toxicity Study in Pure- bred Beagle Dogs with AC 243,997: Report No. 86002. Unpublished study prepared by Tegeris Laboratories, Inc. 685 p.","NOAEL",250,NA,NA,"NOAEL was the highest dose tested, HIARC assumed this dose as an endpoint for RA for imazapyr, based on skeletal muscle effects seen in dogs with structural analog imazapic",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","muscle","nonneoplastic histopathology","","","nonneoplastic histopathology",NA,NA,NA,NA,"",2.5,100
"Imazaquin",81335377,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/tred_PC-128848_1-Dec-05.pdf","2005","","NOAEL",25,NA,NA,"body weight loss, clinical chemistry/hematology differences, slight anemia and skeletal muscle myopathy",100,10,10,1,1,1,NA,"Dog","",NA,"","combined","multiple","","","multiple",NA,NA,NA,NA,"",0.25,100
"Imazaquin",81335377,"IRIS","RfD (mg/kg/day)",0.25,"http://www.epa.gov/iris/subst/0062.htm","9/1/1990","American Cyanamid Company. 1984a. MRID No. 00138972. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",25,NA,NA,"decreased body weight gain, skeletal myopathy, slight anemia, bone marrow hyperplasia, elevated serum SGOT, SGPT, CPK",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","bone marrow","nonneoplastic histopathology","Both","","bone marrow hyperplasia",NA,NA,NA,NA,"",0.25,100
"Imazaquin",81335377,"IRIS","RfD (mg/kg/day)",0.25,"http://www.epa.gov/iris/subst/0062.htm","9/1/1990","American Cyanamid Company. 1984a. MRID No. 00138972. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",25,NA,NA,"decreased body weight gain, skeletal myopathy, slight anemia, bone marrow hyperplasia, elevated serum SGOT, SGPT, CPK",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","blood","hematology","Both","","slight anemia",NA,NA,NA,NA,"",0.25,100
"Imazaquin",81335377,"IRIS","RfD (mg/kg/day)",0.25,"http://www.epa.gov/iris/subst/0062.htm","9/1/1990","American Cyanamid Company. 1984a. MRID No. 00138972. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",25,NA,NA,"decreased body weight gain, skeletal myopathy, slight anemia, bone marrow hyperplasia, elevated serum SGOT, SGPT, CPK",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","blood","clinical chemistry","Both","","elevated serum SGOT, SGPT, CPK",NA,NA,NA,NA,"",0.25,100
"Imazaquin",81335377,"IRIS","RfD (mg/kg/day)",0.25,"http://www.epa.gov/iris/subst/0062.htm","9/1/1990","American Cyanamid Company. 1984a. MRID No. 00138972. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",25,NA,NA,"decreased body weight gain, skeletal myopathy, slight anemia, bone marrow hyperplasia, elevated serum SGOT, SGPT, CPK",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","systemic","body weight","Both","","decreased body weight gain",NA,NA,NA,NA,"",0.25,100
"Imazaquin",81335377,"IRIS","RfD (mg/kg/day)",0.25,"http://www.epa.gov/iris/subst/0062.htm","9/1/1990","American Cyanamid Company. 1984a. MRID No. 00138972. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",25,NA,NA,"decreased body weight gain, skeletal myopathy, slight anemia, bone marrow hyperplasia, elevated serum SGOT, SGPT, CPK",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","systemic","clinical signs","Both","","skeletal myopathy",NA,NA,NA,NA,"",0.25,100
"Imazaquin Sodium",81335468,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,81335-46-8","","MRID 00138972","NOAEL",25,NA,NA,"decreased body weight gain, skeletal muscle myopathy, elevated clinical chemistry values (ALT, AST,LDH, CPK) and

decreased hematology values (RBC, Hgb, Hct, MCV

and MCH)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","blood","hematology","Both","","decreased hematology values (RBC, Hgb, Hct, MCV and MCH)",NA,NA,NA,NA,"",0.25,100
"Imazaquin Sodium",81335468,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,81335-46-8","","MRID 00138972","NOAEL",25,NA,NA,"decreased body weight gain, skeletal muscle myopathy, elevated clinical chemistry values (ALT, AST,LDH, CPK) and

decreased hematology values (RBC, Hgb, Hct, MCV

and MCH)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","blood","clinical chemistry","Both","","elevated clinical chemistry values (ALT, AST,LDH, CPK)",NA,NA,NA,NA,"",0.25,100
"Imazaquin Sodium",81335468,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,81335-46-8","","MRID 00138972","NOAEL",25,NA,NA,"decreased body weight gain, skeletal muscle myopathy, elevated clinical chemistry values (ALT, AST,LDH, CPK) and

decreased hematology values (RBC, Hgb, Hct, MCV

and MCH)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","systemic","body weight","Both","","decreased body weight gain",NA,NA,NA,NA,"",0.25,100
"Imazaquin Sodium",81335468,"OPP","Chronic RfD (mg/kg/day)",0.25,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,81335-46-8","","MRID 00138972","NOAEL",25,NA,NA,"decreased body weight gain, skeletal muscle myopathy, elevated clinical chemistry values (ALT, AST,LDH, CPK) and

decreased hematology values (RBC, Hgb, Hct, MCV

and MCH)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","systemic","nonneoplastic histopathology","Both","","skeletal muscle myopathy",NA,NA,NA,NA,"",0.25,100
"Imazethapyr",81335775,"IRIS","RfD (mg/kg/day)",0.25,"http://www.epa.gov/iris/subst/0439.htm","1/1/1990","American Cyanamid Company. 1987a. MRID No. 40429416. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",25,NA,NA,"Decreased packed cell volume, hemoglobin, erythrocytes in females",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","blood","hematology","F","","hematology",NA,NA,NA,NA,"",0.25,100
"Imidacloprid",138261413,"OPP","Chronic RfD (mg/kg/day)",0.057,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,138261-41-3","11/31/2002","MRID 42256331: Eiben R; Kaliner G. 1991. NTN 33893 (Imidacloprid): Chronic Toxicity and Carcinogenicity Studies on Wistar Rats. (Administration in Food Over 24 Months): Lab Project Number: 19925: 100652. Unpublished study prepared by Bayer AG, Dept. of Toxicology. 1323 p.

 

MRID 42256332: Eiben R. 1991. NTN 33893 (Imidacloprid): Chronic Toxicity and Carcinogenicity Studies on Wistar Rats. (Administration in Food over 24 Months): Supplementary MTD Study: Lab Project Number: 20541: 101931. Unpublished study prepared by Bayer AG, Dept. of Toxicology. 971 p.","NOAEL",5.7,NA,NA,"thyroid toxicity (increased incidence of mineralized particles in thyroid colloids) in males",100,10,10,1,1,1,NA,"Rat","",NA,"Oral diet","thyroid","nonneoplastic histopathology","M","Dichotomous","mineralized particles in thyroid colloids - main study",50,2,NA,NA,"",0.057,100
"Imidacloprid",138261413,"OPP","Chronic RfD (mg/kg/day)",0.057,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,138261-41-3","11/31/2002","MRID 42256331: Eiben R; Kaliner G. 1991. NTN 33893 (Imidacloprid): Chronic Toxicity and Carcinogenicity Studies on Wistar Rats. (Administration in Food Over 24 Months): Lab Project Number: 19925: 100652. Unpublished study prepared by Bayer AG, Dept. of Toxicology. 1323 p.

 

MRID 42256332: Eiben R. 1991. NTN 33893 (Imidacloprid): Chronic Toxicity and Carcinogenicity Studies on Wistar Rats. (Administration in Food over 24 Months): Supplementary MTD Study: Lab Project Number: 20541: 101931. Unpublished study prepared by Bayer AG, Dept. of Toxicology. 971 p.","NOAEL",5.7,NA,NA,"thyroid toxicity (increased incidence of mineralized particles in thyroid colloids) in males",100,10,10,1,1,1,NA,"Rat","",NA,"Oral diet","thyroid","nonneoplastic histopathology","M","Dichotomous","mineralized particles in thyroid colloids - supplemental study",50,12,NA,NA,"",0.057,100
"Indoxacarb",173584446,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,173584-44-6","11/30/2000","MRID 44477129 (1997)","NOAEL",1.5,NA,NA,"decreased body weight, body weight gain, food consumption and food efficiency (3 co-critical studies; see accompanying records)",100,10,10,1,1,1,NA,"Rat","",NA,"","systemic","body weight","Both","","decreased body weight, body weight gain",NA,NA,NA,NA,"",0.02,100
"Indoxacarb",173584446,"OPP","Chronic RfD (mg/kg/day)",0.02,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,173584-44-6","11/30/2000","MRID 44477129 (1997)","NOAEL",1.5,NA,NA,"decreased body weight, body weight gain, food consumption and food efficiency (3 co-critical studies; see accompanying records)",100,10,10,1,1,1,NA,"Rat","",NA,"","systemic","food and/or water consumption","Both","","decreased food consumption and food efficiency",NA,NA,NA,NA,"",0.02,100
"Iodosulfuran",144550367,"OPP","Chronic RfD (mg/kg/day)",0.073,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,144550-36-7","","No reference cited.","NOAEL",7.25,NA,NA,"Gross and histopatholgy in hemopoietic system",100,10,10,1,1,1,NA,"Dog","",NA,"","blood","gross pathology","Both","","Gross in hemopoietic system",NA,NA,NA,NA,"",0.073,100
"Iodosulfuran",144550367,"OPP","Chronic RfD (mg/kg/day)",0.073,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,144550-36-7","","No reference cited.","NOAEL",7.25,NA,NA,"Gross and histopatholgy in hemopoietic system",100,10,10,1,1,1,NA,"Dog","",NA,"","blood","nonneoplastic histopathology","Both","","Histopatholgy in hemopoietic system",NA,NA,NA,NA,"",0.073,100
"Iprovalicarb",140923177,"OPP","Chronic RfD (mg/kg/day)",0.0262,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,140923-17-7","03/01/2002","MRID 44865721","NOAEL",2.62,NA,NA,"Effects on liver (increased weight, increased enzyme levels and hepatocellular hyperplasia)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","liver","clinical chemistry","Both","","increased enzyme levels",NA,NA,NA,NA,"",0.0262,100
"Iprovalicarb",140923177,"OPP","Chronic RfD (mg/kg/day)",0.0262,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,140923-17-7","03/01/2002","MRID 44865721","NOAEL",2.62,NA,NA,"Effects on liver (increased weight, increased enzyme levels and hepatocellular hyperplasia)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","liver","nonneoplastic histopathology","Both","","hepatocellular hyperplasia",NA,NA,NA,NA,"",0.0262,100
"Iprovalicarb",140923177,"OPP","Chronic RfD (mg/kg/day)",0.0262,"http://iaspub.epa.gov/apex/pesticides/f?p=CHEMICALSEARCH:21:0::NO:101,21:P21_NAME_VAL,P21_CODE_VAL,P21_SHOW_ALL_VAL,P21_IS_SHOW,P21_SMILES,P21_TOLERANCE,P21_IDENTICAL_STRUCTURE,P21_SUB_SUPER,P21_STEREOCHEMISTRY,P21_IDENTITY_ACTIVE,P21_SUBSUPERSTRUCT_ACTIVE,P21_MATCH_OTHER:\\,140923-17-7","03/01/2002","MRID 44865721","NOAEL",2.62,NA,NA,"Effects on liver (increased weight, increased enzyme levels and hepatocellular hyperplasia)",100,10,10,1,1,1,NA,"Dog","Beagle",NA,"Oral diet","liver","organ weight","Both","","Increased liver weight",NA,NA,NA,NA,"",0.0262,100
"Isobutyl Alcohol",78831,"IRIS","RfD (mg/kg/day)",0.3,"http://www.epa.gov/iris/subst/0169.htm","4/1/1991","U.S. EPA. 1986. Rat oral subchronic toxicity study with isobutyl alcohol. Office of Solid Waste, Washington, DC.","NOEL",316,NA,NA,"Hypoactivity and ataxia",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral gavage","CNS","clinical signs","Both","Dichotomous","Hypoactivity and ataxia",60,0,NA,NA,"",0.3,1000
"Isophorone",78591,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.2,"http://www.atsdr.cdc.gov/ToxProfiles/tp138.pdf","9/1989","NTP 1986.  Toxicology and carcinogenesis studies of isophorone (Cas No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies).  U.S. Department of Health and Human Services.","LOAEL",179,NA,NA,"gastrointestinal, hepatic, and renal lesions",1000,10,10,1,10,1,NA,"Mouse","B6C3F1",NA,"Oral gavage","kidneys","nonneoplastic histopathology","M","Dichotomous","renal lesions - chronic focal inflammation",48,7,NA,NA,"",0.2,1000
"Isophorone",78591,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.2,"http://www.atsdr.cdc.gov/ToxProfiles/tp138.pdf","9/1989","NTP 1986.  Toxicology and carcinogenesis studies of isophorone (Cas No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies).  U.S. Department of Health and Human Services.","LOAEL",179,NA,NA,"gastrointestinal, hepatic, and renal lesions",1000,10,10,1,10,1,NA,"Mouse","B6C3F1",NA,"Oral gavage","gastrointestinal","nonneoplastic histopathology","M","Dichotomous","Gastrointestinal lesions - hyperkeratosis of the forestomach",47,0,NA,NA,"",0.2,1000
"Isophorone",78591,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.2,"http://www.atsdr.cdc.gov/ToxProfiles/tp138.pdf","9/1989","NTP 1986.  Toxicology and carcinogenesis studies of isophorone (Cas No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies).  U.S. Department of Health and Human Services.","LOAEL",179,NA,NA,"gastrointestinal, hepatic, and renal lesions",1000,10,10,1,10,1,NA,"Mouse","B6C3F1",NA,"Oral gavage","liver","nonneoplastic histopathology","M","Dichotomous","hepatic lesions - coagulative necrosis",48,3,NA,NA,"",0.2,1000
"Isophorone",78591,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.2,"http://www.atsdr.cdc.gov/ToxProfiles/tp138.pdf","9/1989","NTP 1986.  Toxicology and carcinogenesis studies of isophorone (Cas No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies).  U.S. Department of Health and Human Services.","LOAEL",179,NA,NA,"gastrointestinal, hepatic, and renal lesions",1000,10,10,1,10,1,NA,"Mouse","B6C3F1",NA,"Oral gavage","liver","nonneoplastic histopathology","M","Dichotomous","hepatic lesions - hepatocytomegaly",48,23,NA,NA,"",0.2,1000
"Isophorone",78591,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.2,"http://www.atsdr.cdc.gov/ToxProfiles/tp138.pdf","9/1989","NTP 1986.  Toxicology and carcinogenesis studies of isophorone (Cas No. 78-59-1) in F344/N rats and B6C3F1 mice (gavage studies).  U.S. Department of Health and Human Services.","LOAEL",179,NA,NA,"gastrointestinal, hepatic, and renal lesions",1000,10,10,1,10,1,NA,"Rat","Fischer 344",NA,"Oral gavage","kidneys","nonneoplastic histopathology","Both","Dichotomous","Renal lesions",NA,NA,NA,NA,"",0.2,1000
"Isophorone",78591,"IRIS","RfD (mg/kg/day)",0.2,"http://www.epa.gov/iris/subst/0063.htm","1/1/1991","Nor-Am Agricultural Products, Inc. 1972a. MRID No. 00123976. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",150,NA,NA,"No observed effects",1000,10,10,10,1,1,NA,"Dog","Beagle",NA,"Oral - other","none","none","Both","","none",NA,NA,NA,NA,"",0.2,1000
"Isopropalin",33820530,"IRIS","RfD (mg/kg/day)",0.015,"http://www.epa.gov/iris/subst/0064.htm","9/1/1990","Elanco Products Company. 1969a. MRID No. 00002472. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",15,NA,NA,"Reduced hemoglobin concentration, lowered hematocrits,

 and altered organ weights",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral diet","combined","organ weight","Both","Continuous","Altered organ weights",NA,NA,NA,NA,"",0.015,1000
"Isopropalin",33820530,"IRIS","RfD (mg/kg/day)",0.015,"http://www.epa.gov/iris/subst/0064.htm","9/1/1990","Elanco Products Company. 1969a. MRID No. 00002472. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",15,NA,NA,"Reduced hemoglobin concentration, lowered hematocrits,

 and altered organ weights",1000,10,10,10,1,1,NA,"Rat","Unspecified",NA,"Oral diet","blood","hematology","Both","Continuous","Reduced hemoglobin concentration; lowered hematocrits",NA,NA,NA,NA,"",0.015,1000
"Isopropyl Methylphosphonate",1832548,"IRIS","RfD (mg/kg/day)",0.1,"http://www.epa.gov/iris/subst/0530.htm","2/1/1993","Mecler, F.J. 1981. Mammalian toxicological evaluation DIMP and DCPD (Phase 3 - IMPA). Litton Bionetics, Inc. Contract No. DAMD 17-77-X-7003. U.S. Army Medical Research and Development Command, Ft. Detrick, Frederick, MD. (Final report).","NOAEL",279,NA,NA,"No adverse effects observed",3000,10,10,10,1,3,NA,"Rat","Sprague-Dawley",NA,"Oral drinking water","none","none","Both","Continuous","No adverse effects",NA,NA,NA,NA,"",0.3,1000
"Isopropyl Phenyl Carbamate",122429,"IRIS","RfD (mg/kg/day)",0.02,"http://www.epa.gov/iris/subst/0260.htm","9/30/1987","PPG Industries, Inc. 1979. Accession No. 250614, 250615. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Increase in male spleen weight and ChE depression in females",3000,10,10,10,1,3,NA,"Rat","Sprague-Dawley",NA,"Oral diet","spleen","organ weight","M","Continuous","Increase in spleen weight",NA,NA,NA,NA,"",0.06,1000
"Isopropyl Phenyl Carbamate",122429,"IRIS","RfD (mg/kg/day)",0.02,"http://www.epa.gov/iris/subst/0260.htm","9/30/1987","PPG Industries, Inc. 1979. Accession No. 250614, 250615. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",50,NA,NA,"Increase in male spleen weight and ChE depression in females",3000,10,10,10,1,3,NA,"Rat","Sprague-Dawley",NA,"Oral diet","CNS","neurotransmitter","F","Continuous","ChE depression",NA,NA,NA,NA,"",0.06,1000
"Isoxaben",82558507,"IRIS","RfD (mg/kg/day)",0.05,"http://www.epa.gov/iris/subst/0339.htm","4/1/1991","Elanco Products Company. 1985a. MRID No. 00164553. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",5,NA,NA,"Increased BUN; decreased serum AP and AST; decreased food consumption efficiency; increased heart/body weight",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","liver","clinical chemistry","Both","","clinical chemistry",NA,NA,NA,NA,"",0.05,100
"Isoxaben",82558507,"IRIS","RfD (mg/kg/day)",0.05,"http://www.epa.gov/iris/subst/0339.htm","4/1/1991","Elanco Products Company. 1985a. MRID No. 00164553. Available from EPA. Write to FOI, EPA, Washington, DC 20460.","NOEL",5,NA,NA,"Increased BUN; decreased serum AP and AST; decreased food consumption efficiency; increased heart/body weight",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","systemic","food and/or water consumption","Both","","food and/or water consumption",NA,NA,NA,NA,"",0.05,100
